category,cnt
화장품/미용>바디케어>아로마,1
IT>DIY>전자부품,1
"패션잡화>신발,구두",1
여성슈즈,1
스포츠용품>원반던지기,1
"화장품, 생활용품",1
냉동식품>떡볶이류,1
화장품/미용/의류,1
골프공,1
샤워필터,1
재봉사,1
"가구,인테리어>인테리어소품",1
전기전자,1
다이마루>정장>티셔츠,1
화장품/미용>선크림,1
식품>가공식품>건강분말>식사대용식,1
여성패션>가방,1
식품-라면 차량용품-에어컨필터 의류-트레이닝복,1
음식 샐러드 샌드위치,1
diy명화그리기,1
음료>가공식품>커피,1
FSS,1
식품>과자>기타과자,1
반려동물>동결건조간식,1
냉장고,1
아동용완구>핑거페인트,1
생활/화학제품,1
스포츠/레저>헬스>스텝퍼,1
가구>인테리어소품,1
"카페트,침구",1
화장품/미용>아이브로우/네일,1
"화장품>향수, 화장품>스킨케어>미스트, 크림 등",1
반려동물전자제품,1
생활용품>보안용품>호신용품,1
서적-화보집,1
생활용품 및 잡화,1
화장품/바디핸드크림 향수,1
화장품/미용>스킨케어>로션1,1
private service,1
"화장품/미용>미용도구 및 아로마>화장솜, 아로마오일",1
모름,1
"생활용품, 가구",1
디지털/가전>영상가전>영상가전악세서리>tv셋톱박스,1
헤어용품,1
비데필터,1
농업기계부품,1
생활/건강>공구>전기용품>멀티탭,1
식품>프로틴파우더,1
생활/건강>생활용품>항균스프레이,1
디지털/가전>게임기/타이틀>가정용게임기,1
건강기능식품> 숙취해소제,1
생활소비재>수세미/샤워타월,1
마스크/에코백/미니선풍기/짚신/텀블러/차이팟/에어팟/음료 등등,1
건강>저주파치료기,1
식품·건강>간편식·냉장·냉동>양념·육가공·수산>막창,1
"일반 서적 출판업, 기타 인쇄물 출판업, 전자상거래, sns마켓, 해외직구대행업",1
애견용품/의류>사료>간식,1
".다이어리, 노트패드,마스킹테입",1
식품>과자류,1
패션잡화>양말,1
자전거>자전거용품,1
기타 의류,1
피아노 신디사이저,1
건조기 9kg,1
차량용품 등 기타,1
밀크티 베이스,1
장식인형,1
구름크림빵,1
가구/인테리어>인테리어소품>액자>벽걸이액자,1
생활/건강>욕실용품>샤워기,1
농산품,1
헤어밴드,1
행주,1
악세사리/장난감>열쇠고리,1
화장비누,1
화장품> 마스크팩,1
시리얼,1
디지털/가전 > PC액세서리 > 케이블타이/정리함,1
생필품>생리대  /  건강기능식품,1
식품>과자>강정,1
보드게임>카드게임,1
핸드워시,1
반려동물용품>강아지샴푸/미스트,1
디지털/가전>생활가전>스탠드>LED스탠드,1
스포츠잡화>축구화,1
아기띠,1
생활/가전>전자기기,1
화장품 > 스킨케어,1
화장품/미용>헤어케어>헤어토닉(냉장),1
주방소모품>일회용품>지퍼백,1
전자제품>휴대폰악세서리>케이스,1
": 생활/건강>문구/사무용품,가구",1
미용>화장품용기,1
생활/건강>문구/사무용품>다이어리/플래너>다이어리,1
옷 바지 조거팬츠,1
수입식품>향신료>샤프란,1
식품>잼(병),1
생활/건강>자동차용품>익스테리어용품>사이드미러,1
어린이교재/보드게임,1
화장품/미용>핸드케어>핸드워시,1
"스포츠>골프>골프장갑,골프웨어",1
화장품/미용>발열크림,1
눈썹연장키트,1
의류>슬리퍼>여성용슬리퍼,1
생활용품>주방용품>컵/잔,1
악세사리>귀걸이,1
"패션의류, 패션잡화",1
컨실러,1
차량용 연료첨가제,1
홍삼정등,1
TWC_CS,1
게임타이틀,1
디지털/가전>저장장치>USB메모리,1
생활용품 > 청소용품 > 배수구클리너,1
"홈데코>가구>토퍼, 스트랩",1
"전자상거래, 스포츠 용품",1
인형/완구류 외,1
오이,1
식품-가공식품,1
골드 너겟,1
요리관련용품,1
화장품 스킨캐어,1
패션의류>애슬레저,1
식품>건어물>반건조오징어,1
커피용품 및 유아용품,1
PC>그래픽카드,1
생활건강>문구>문구세트,1
소품>테이블매트,1
주물부자재,1
출산준비물,1
출산/육아>완구/매트>신생아/영유아완구>모빌,1
마스크/화장품,1
식품 > 고형차,1
신선상품,1
웰컴 키트>에코백,1
족발,1
식품/건강기능식품>영양제>기타건강보조식품,1
여행 및 등산용품,1
생활건강>건강관리용품,1
반려용품>식품>영양제/간식,1
식품/정육>닭>가공육,1
"의류, 잡화, 외 잡류",1
햄스터/사료,1
수학 교재,1
식품 (실온),1
생활/건강>고양이용품>고양이모래삽,1
엑스배너,1
자동차용품>스노우체인,1
운동>자전거용품,1
"식품->축산->돼지고기,닭,소고기",1
생활/건강>정원/원예용품>화분,1
농자재,1
생활잡호ㅓ,1
출산/육아안전용품모기밴드/퇴치용품,1
유아 의류,1
스포츠/레저>헬스>헬스소품,1
잡화>양말,1
핸드폰악세사리 공기청정기 필터 등등,1
가공식품>면류>건면>국수면,1
여성의류>잡화>신발,1
가공식품>기름>올리브오일,1
디지털/가전>생활가전>해충퇴치기,1
냉동식품 - 제빵류,1
생활용품>쇼핑백,1
반려동물 의류,1
살균기,1
문구용품 파일철,1
생활용품>주방,1
"지갑,벨트",1
태블릿 기기 악세서리,1
생활 제품,1
기타건강식품 다이어트식품,1
잡화서적>앨범,1
체스세트,1
세제,1
의약품> 한의약품,1
스팸,1
스포츠용품/자전거용품,1
"무전기,무전기이어폰",1
그로서리,1
데스크웨어,1
디지털/가전>휴대폰액세서리>휴대폰케이스>기타케이스,1
앨벰,1
식품/마카롱,1
자동차용품>연료첨가제,1
가전제품>램프,1
보건마스크,1
건강>당뇨관리용품,1
포장>커피>다회용컵,1
아로마/캔들용품 > 초/향초,1
탈취제 선물세트,1
"의료기기, 잡화",1
패션>가방,1
가구/인테리어>인테리어소품>오르골,1
가전/공기청정기,1
가공식품>과채가공품>담금주키트,1
식품>분말류 기타가공품,1
컴퓨터 부품 > 램,1
기타수공구,1
가전>생활가전>핸디 스팀다리미,1
생활>수납,1
반려동물>영양제,1
스포츠레져>낚시용품,1
공예.자계모빌,1
젤네일,1
"식품>과자,베이커리>젤리",1
의휴,1
"디퓨저, 차량용 방향제",1
서핑요가보드,1
생활>공구>수공구,1
"의류,전자제품",1
레져용품,1
인테리어용품,1
출산/육아/완구/답례품,1
에어태그,1
주방용품>주방잡화>수세미/고무장갑/솔,1
"마스크, 김서림방지 안경닦기, 수세미",1
스포츠/레저>보호대,1
"리빙, 패브릭",1
출산육아>임산부용품>기타임산부용품,1
화장품/미용>바디 제품>바디 스프레이,1
화장품등,1
"반려동물 사료, 간식",1
스포츠레저>캠핑>랜턴,1
생활/건강>원예/식물>금꽃,1
김부각,1
생활전자기기> 도어락,1
화장품/미용>다이어트,1
축산물/식육상품,1
중고핸드폰1개,1
생활건간>생활용품,1
침구류(구스이불등),1
스포츠/레저>캠핑>캠핑용품,1
유아복,1
디지털/가전>PC부품,1
스포츠/레저>스포츠엑세서리>아이스머플러/스카프,1
생활용품>반려동물용품,1
지류/아트포스터 및 액자,1
도자기 필터,1
수집품>피규어,1
반려동물>음식>수제간식,1
패셥잡화/베개/슬리퍼 등,1
종이 라벨,1
잡화/서적>노트,1
생활세제,1
모니터패널,1
이사짐,1
반려동물>식품용품,1
패션의류/남성의류,1
유아동>이유식용품>스푼&포크,1
전기청소기,1
화장품/미용>스킨케어>스킨/토너,1
무선 마우스,1
의류/ 캐주얼재킷,1
"화장품>기초>스킨,로션,클렌징,크림류",1
상온잡화,1
가전디지털/컴퓨터주변기기,1
헤드폰 잭,1
생활 가전,1
인테리어>액자/포스터,1
생활/건강>공구>운반용품>핸드카트/운반기,1
커피그라인더,1
생활용품>욕실용품>샤워기,1
"식품>냉동/간편조리식품>국,탕,찌개",1
디지털/가전 > 게임기/타이틀 > 게임기주변기기,1
스마트폰 액세서리 케이스,1
의류 > 반팔티,1
"옷, 화장품",1
홈리빙,1
가전>생활가전>해충퇴치기,1
"압축분무기,소독용액",1
주방가전 외,1
냉동 및 냉장 디저트,1
수제품,1
식기,1
문구/사무용품>스티커/테이프,1
주방용품>커피잔세트,1
식품/음료/생수,1
아이스바,1
식품>반찬>장아찌,1
"의류, 목욕용품, 건강기능식품",1
디지털/가전>생활가전>보풀제거기,1
화장품/미용>스킨케어>스킨,1
김,1
의류>패션/잡화,1
비품,1
속눈썹과글루,1
토이/문구/팬시/리빙/잡화,1
에어팟케이스,1
디지털/가전>음향기기>헤드셋,1
SHOE,1
"화장품/미용>스킨케어, 의류 > 상/하의, 과일>사과",1
0000,1
"브로치, 스카프",1
출산/육아>완구/매트>캐릭터카드/딱지,1
"대마초, 마약, 프로포폴, 전자담배, 원목(대나무, 소나무, 호두나무) 등...",1
등산용품,1
생활용품>수납함,1
출산/육아>물티슈,1
생활/건강>문구/사무용품>데스크용품>독서대,1
생활용품>케이스,1
과자>쿠키,1
인테리어>시계,1
유아동 완구,1
생활용룸,1
잼,1
ff,1
묵을꺼,1
냉동과일>두리안,1
"생활용품>세제,살균제",1
세제/세정제>청소세제,1
생활/건강>반려동물>야외용품>목줄,1
식품>수산물>고등어,1
건강기능식품>아연,1
생활/건강>정원/원예용품>물조리개,1
문구사무용품>커터,1
온수찜질기,1
동물영양제>분말,1
화장품/세제,1
운동 용품,1
"공구, 작품",1
생활/건강>문구/사무용품>이벤트/파티용품>데코용품,1
유아>그림/한글카드,1
생활/건강 > 자동차용품 > 차량실내용품 > 목쿠션,1
의류>이너웨어,1
"생활용품(독서대,태블릿거치대,무드등 등등)",1
검도용품,1
아동용품,1
전자기기>오디오>블루투스 스피커,1
식품>건기식>분말류>과채분말류,1
이미용기기,1
디지털/가전 > 계절 가전 > 가습,1
디지털가전>휴대폰악세서리>암밴드,1
"장난감,캠핑용품 등",1
식품 > 축산가공식품 > 기타육가공,1
일회용기,1
기계식키보드,1
출산/육아>구강청결용품>유아칫솔,1
"홈>홈트,스포츠,캠핑>홈트레이닝",1
여성 아우터,1
원예,1
"상온식품(티백, 과자)",1
"DIY>보석십자수, 피포페인팅",1
반려동물용품>펫티켓봉투,1
웰컴키트,1
생활건강/욕실용품>샤워목욕용품>샤워가운,1
식품>농산물>과일,1
문구->스티커,1
"자동차 DIY용품,잡화류",1
"문구, 생활용품",1
"캔들,문구",1
전자기기>태블릿,1
생활/주방/욕실,1
팜플렛,1
화장품/미용>스켄케어,1
가공식품>냉동식품>떡볶이,1
수산물/조기,1
생활용품>인테리어,1
면도기/화장품,1
생활용품>생리대>팬티라이너,1
생활건강>자세교정용품,1
화장품/미용>색조 등,1
기기,1
패션잡화>여성신발>슬리퍼,1
농업기계 분무기,1
쿠팡 홈  >생활용품  >생활잡화  >생활테이프  >양면폼테이프,1
잡화>여성핸드백,1
패션잡화>선글라스,1
문구>스테이셔너리>노트 등,1
안경테,1
반려동물 식품,1
패션잡화>잡화,1
"의류>코트 , 의류>셔츠",1
강아지옷(용품),1
스포츠레져/레져/캠핑테이블,1
운동기구>부품,1
생활/건강>안마용품>안마기,1
가구/사무용가구/책상/의자/파티션,1
의류>비치웨어>비키니,1
디지털/가전>휴대폰액세서리>웨어러블 디바이스,1
일회용품(포장),1
차,1
통장,1
"화장품/미용>바디케어>여성청결제, 웰니스>콘돔",1
애완용품 및 사료/간식,1
유아용의류>내의,1
"의류, 화장품, 생활용품, 스낵",1
주방용품>보관/밀폐용기>물병,1
전부,1
컨테이너,1
이끼,1
수산물 장어,1
스마트폰>악세서리>케이스,1
배달,1
콩,1
음식>양식>돈까스,1
스포츠/레저>보호용품>보호대,1
소형가전>음향가전>마이크,1
음반(LP),1
유아동용품>유아의류,1
디지털 카메라,1
식품>과채가공품>냉동과카몰리,1
의류/가방/잡화,1
생활용품>주방용품>음식물쓰레기통,1
생활/건강>강아지장난감/훈련>장난감/토이,1
"제과제빵> 쿠키, 빵",1
누룽지,1
"스마트폰/에어팟케이스, 마스크 등 생활잡화",1
뒷방석,1
주방장갑,1
앖음,1
자동차 > 악세사리,1
식품>다류>침출차,1
생활/건강>공구>안전용품>소화기,1
남여의류,1
문구>봉투,1
식품>과일가공품/주스,1
강아지용품,1
골프 의류 및 악세사리,1
r갸갸,1
책/잡화,1
화장품/미용>스킨케어>스킨로션세트,1
서류1장,1
방향제>아로마 오일,1
스포츠용품>테니스용품>테니스공,1
반려동물 영양제,1
핸드폰액세서리,1
해먹,1
디지털/가전네트워크장비기타네트워크장비,1
"패브릭 제품 > 담요,가방 등",1
신선식품>요거트,1
제과도구,1
생활/건강 〉 주방용품 〉 보관/밀폐용기 〉 보온/보냉병,1
화장품 미용 미용기기,1
장난감 -인형,1
컴퓨터및주변기기,1
의류>남성의류,1
악세사리>리본>핀,1
바인더,1
의류 및 액세서리,1
생활용품>섬유향수,1
상온보관식품(아몬드초코렛),1
애견영양제,1
식품(발효음료 / 콤부차),1
핸드메이드>자수용품,1
드립백,1
화장품>스킨케어>세럼,1
생활용품>욕실용품>샤워필터,1
생활/건강>데코용품,1
생황용품,1
스포츠/레저낚시>낚시공구기타>낚시공구,1
디지털/가전 > 휴대폰액세서리,1
네일아트,1
주방용품 가공식품,1
식품>닭가슴살쉐이크,1
생화,1
화장품 용기,1
생활건강>위생용품>핸드워시,1
화장품/미용>스킨케어>세럼,1
"디저트 > 쿠키, 휘낭시에 >기타디저트",1
강아지>사료>습식사료,1
패션잡화 양말,1
음료/주류>주류,1
화장품/미용/헤어케어,1
건강기능식품 이너뷰티,1
스포츠>골프>골프클럽,1
건기식/홍삼,1
잡지,1
건강(기능)식품,1
반려동물>사료/간식/용품,1
청소도구,1
가공식품>음료>과채주스,1
냉장 냉동,1
침구류,1
"화장품>핸드워시, 위생용품>주방세제",1
"냉동식품,냉동도시락",1
식품류 및 부자재,1
냉동 밀키트,1
충전식 미니 전등,1
식품>가공식품>소스류,1
화장품/미용>스킨케어>클렌징,1
생활/건강>의료기기/자가검체채취기의료기기,1
식품>과자/베이커리>사탕,1
위스키,1
디지털/가전>계절가전 >공기정화기>공기청정기,1
"수입축산물>소, 돼지, 닭",1
"화장품/미용, 생활용품, 주방용품, 욕실용품",1
화장품 등,1
치과보철물,1
꽃병,1
가구/장식소품,1
생활/건강>주방용품>커피용품>커피추출기,1
생활/건강>문구/사무용품>앨범>접착식 앨범,1
화장춤,1
골프가방,1
출산/육아>완구,1
식품>다이어트식품>단백질보충제>기타단백질보충제,1
"약,플라스틱",1
"토퍼, 침구류",1
에듀테크>드론/교재,1
잡화 의류,1
전자제품>모기잡이,1
완구/보드게임>타로카드,1
화장품/미용 > 스킨케어,1
공기살균기,1
문구>토퍼,1
"CD, 인형, KPOP",1
의류>언더웨어>여성속옷,1
"패브릭, 아크릴, 스티커, 금속뱃지, 실리콘밴드",1
생활/건강자동차용품수납용품,1
조미김,1
생활건강용품,1
일반 마스크,1
패션 잡화 및 속옷,1
옷>다운자켓,1
건강>파라핀치료기,1
디지털/가전>모니터,1
"생활용품>옷, 책",1
"건강기능, 보조 식품",1
"악세서리>애플워치,스포츠의류>땀복,배드민턴>셔틀콕",1
컵텀블러,1
식품>치즈,1
요가매트타올,1
"건강기능식품, 화장품",1
문구 굿즈,1
뷰티소품,1
샘활 건강,1
헤어제품,1
"화장품,칫솔",1
"조명/인테리어>아로마/캔들용품/촛대/홀더, 가방/패션잡화>모자>썬캡/썬바이져",1
생활/건강>자동차용품>편의용품>차량용온풍기,1
화장품/미용>클렌징,1
냉동육류,1
디지털/가전>주변기기,1
호주 마누카꿀,1
옷>상의>후드티,1
컴퓨터 주변기기>소프트웨어>운영체제,1
용품,1
책상,1
땅콩,1
디지털/가전 > 생활가전 > 스탠드,1
애견용푼,1
베이킹용품,1
의류>정장,1
"건강기능식품, 건강식품",1
"2D인쇄물, 3D인쇄물, 창작물",1
드럼,1
음향가전,1
식품>건강 기능 식품,1
공구>고무판,1
캐릭터상품/의류/마우스패드 등,1
로봇 제조,1
의류-양말,1
과일>냉동과일,1
캐릭터 굿즈,1
화장품>바디케어>여성청결제,1
신발 의류,1
제화,1
"디지털/가전>주변기기>키보드, 마우스, 이어폰, 헤드셋, 장패드, PC악세서리",1
생활/건강>반려동물>애견용품,1
잡화>신발>부츠,1
전기자전거/충전기,1
"골동품, 미술품",1
화장품>미용>바디케어>핸드크림,1
고양이 모래,1
냉동돈가스,1
식품>커피>캡슐커피,1
선글라스,1
학용품,1
식품>냉동식품>스무디키트,1
편지봉투 주민등록증 내재,1
노트북 악세사리,1
의류>원피스>롱원피스,1
건강관리용품>휴대용산소캔,1
"가정용전기기기>소형전기제품>LED조명, 스마트화분",1
"의류,텀블러,엽서",1
생활>주방용품>주방수납용품,1
가공식품>차류>블렌디드 티,1
도시라,1
농축산물>냉장고기,1
"PC주변기기, 세차용품",1
"스포츠  골프용품,기타",1
의료기기(소모품),1
무릎담요,1
미용 애견사료,1
"문구류 및 의류(과잠, 맨투맨)",1
화장품 > 스킨케어 > 마스크팩,1
"화장품/스킨케어/토너,클린징워터",1
식품>음료>기타차,1
LED조명,1
생활/건강>주방용품>식기>접시,1
패션잡화>주얼리,1
남성의류>티셔츠,1
스니커,1
욕실/뷰티,1
의류 발레복 / 유아발레복,1
브로슈어,1
인삼,1
마스크 및 생활용품,1
패션잡화>여행용가방/소품,1
강아지 사료/간식/용품,1
그립톡,1
패션잡화>지갑,1
필기구,1
"마우스패드,퍼즐",1
담배,1
인테리어타일,1
"반려동물 용품>간식,사료,장난감,용품",1
가전디지털,1
"패션 의류, 잡화",1
유아가전,1
화장품/미용>선케어>선세럼,1
냉동육,1
신선농축산물,1
가구/인테리어>서재/사무용가구>사무/교구용가구>기타사무/교구용가구(간이탈의실),1
디지털/가전>계절가전>선풍기>탁상형선풍기,1
패션의류 > 남성의류 > 티셔츠,1
컴퓨터주변기기>사운드카드,1
매트리스 슈퍼싱글,1
완구/피규어>인형>잡화,1
애플망고,1
여성 핸드백,1
식품>건강식품>기타가공식품,1
식품>냉동식품>밀키트,1
건강측정,1
종이상자,1
스포츠/레저>스포츠액세서리>스포츠선글라스,1
식품>냉동식품밀키트),1
전자제품>컴퓨터,1
건강기능식품>정관장,1
"화장품>색조, 베이스",1
"요소수, 밀키트 등",1
건강 식품,1
화장품 / 기초,1
스포츠용품>배드민턴,1
"화장품/미용>스킨케어>에센스,로션",1
농축산물,1
차량용소화기,1
12312,1
에코백/북보틀,1
tlrvna,1
향초,1
식품>차>홍차,1
화장품/클렌징>클렌징오일,1
기타건강식품>기타가공품,1
욕실/슬리퍼,1
소형인형,1
테크·가전/패션·잡화/뷰티/푸드/리빙·베이비/반려동물/여행·스포츠/취미·클래스,1
USB,1
디자인문구>노트,1
물품,1
패션/신발>운동화,1
유아문구류,1
주류>기타주류,1
1ㅑ뎌갸ㅑㄷㄴㄷㅇ래채래ㅕ랴ㅛ챛ㅂ펴ㅔㅍ먀ㅠㅂ퍔퍄ㅗㅁㅎ72ㅎ6ㅎ26ㄹㅂ8ㅅㅊㅂ9ㅛㄹ9뵯97ㅎ9ㅂㅎ0ㅕㅂㅍ07ㅂ페ㅕㅍ베ㅕㅍㅂ07ㅍㅂ07ㅍㅂ07ㅍㅁ0ㅕㅍ0ㅕㅁ페몊0ㅕㅁㅍ0ㅠㅂ0ㅠ07ㅂㅍ0,1
의약외품,1
화장품/미용>마스크/팩/마스크시트,1
"화장품, 건강기능식품",1
냉동빵류,1
디지털/가전>주방가전>전기포트,1
기타제화,1
스포츠/레저 > 헬스,1
생활/잡화,1
풀장,1
슬리퍼,1
건강의료용품>호흡수면건강용품>마스크,1
"화장품/미용>스킨케어>로션, 클렌저, 마스크, 토너 등",1
식품>디저트>구움과자,1
생활용품/ 의류 속옷 양말,1
식자재>상온/냉식(카페물류),1
"Fitting,Joint(STS, SUS)",1
aaa,1
식품/가공식품>식사대용>단백질쉐이크,1
유아동잡화,1
카드게임,1
메디폼,1
리빙용품,1
자수용품,1
식품>축산물，식품>냉동/간편조리식품,1
강아지 하네스,1
목베개,1
의류>짐웨어,1
"식품>냉장,냉동,상온",1
패션잡화>북커버,1
전자 악세서리,1
자동차용품>엔진오일/거치대,1
소품/운동용품/매트외,1
시계 악세서리 (보관함),1
스포츠/레져>캠핑>침낭,1
의류>남성 여성 잡화,1
"매번 다양함, 고블릿잔, 트레이, 달력",1
생활건강>욕실용품>샤워가운,1
담배>전자담배,1
생활용품->텀블러 우산 등,1
택배,1
"화장품, 과자 등",1
식품>소스,1
화장품>스킨>로션,1
남자의류남자옷,1
화장품/미용>스킨케어>농산물 가루팩 키트,1
샤워기필터,1
잡화-가방,1
닭가슴살,1
냉장 삼겹살,1
식료품>가공식품>과채주스,1
의류>상의>패딩자켓,1
휴지통,1
식품>조미료,1
전자기기및 식품,1
전자젭굼,1
화장품>클렌저,1
학습지,1
패션의류잡화>여성패션>여성의류,1
칼갈이,1
책/과자,1
이디야,1
의류/옷이나 가방,1
자전거부품,1
스포츠잡화,1
로봇팔 세면대수도꼭지,1
화장품/미용>클렌저,1
스캐너,1
휴대폰잡화,1
생활/건강>눈건강용품>렌즈세척기,1
사무용품 > 필기구,1
생활/건강>주방용품>도마,1
핸드폰악세서리(그립톡) / 머그컵,1
가구>선반,1
"CD,DVD",1
실리콘 방역물품,1
식품>커피/차>캡슐커피,1
식품>음료>차류(티백류),1
주방용품>식기,1
생활주방>주방용품,1
음식>간이음식,1
오토바이 헬멧,1
"수영복,악세사리",1
생활/건강반려동물강아지 건강/관리용품영양제,1
식품>음료>생수,1
문구 및 사진,1
패션의류>여성의류>코트,1
생활>수집품>게임>보드게임,1
생활/건강>주방용품>고무장갑,1
가전디지털  >휴대폰 액세서리  >휴대폰 케이스,1
생활용품>잡화,1
다과/인형,1
생활/건강>수납용품>정리함,1
화장품/헤어토닉,1
진동운동기,1
"건강기능식품 ,일반식품",1
와인용품,1
신발 패션/잡화,1
의류>남자셔츠>기본셔츠,1
위생용품>생리대/팬티라이너,1
관상어용품>수질관리,1
패션잡화 > 헤어액세서리  > 헤어핀,1
화장품 스킨케어 로션,1
의류>요가복,1
"설탕, 물엿",1
은장식품 (목걸이 및 팔찌),1
냉동식품 > 육가공품 > 닭안심스테이크,1
베개류,1
컴퓨터 및 의류,1
매트,1
수납용품,1
"음식,디저트",1
목욕용품,1
(상온)식품,1
의류>잠옷,1
건강식품>타정(용기),1
화장품-스킨케어-크림,1
비료,1
화장품/미용>헤어케어,1
생활건강>주방용품>식기,1
즉석조리식품,1
화장품>핸드워시/립마스크 등,1
동물용의약외품,1
문구/사무용품 > 노트/수첩 > 메모지,1
화장품 트리트먼트,1
유아용품>유모차,1
"디퓨저, 이불",1
적외선 카메라,1
주방용품>잔컵/유리컵,1
가전 디지털,1
먼지차단마스크>덴탈마스크,1
의류>상의>후드티셔츠   의류>상의>맨투맨   의류>상의>가디건  의류>하의>팬츠,1
패션의류/여성,1
고등학교 책상,1
"가구/마린테이블,데크등",1
화이트보드,1
"커블체어(간이의자), 멀티탭",1
스마트밴드,1
잡화서적 > 굿즈,1
LED 작업등,1
식품>가공식품>즉석조리식품,1
애완용품>고양이용품,1
식품>식자재,1
식품>가공식품>가공안주간식,1
패션잡화>벨트,1
여성잡화>여성구두,1
"초콜릿, 액상차, 과자",1
생활/건강>생활용품>화장지>화장지케이스,1
주방/생활용품>실리콘얼음틀,1
냉동육/ 양념LA갈비,1
"생활/건강>문구/사무용품>용지>라벨지, 디지털/가전>주변기기>스캐너>바코드스캐너, 디지털/가전>주변기기>프린터>라벨프린터",1
"홈데코레이션, 생활용품",1
예 : 화장품/미용>스킨케어>로션,1
화장품/미용>스킨케어>마스크시트,1
컴퓨터 악세사리>노트북/키보드 받침대,1
가방>골프보스턴백,1
생활/건강>발건강용품>발각질제거기,1
운동소품,1
문구 완구류15,1
"홈데코, 인테리어",1
사무용의자,1
diy용품,1
홈인테리어  >홈데코  >홈데코 소품  >벽/천장장식  >마크라메,1
오리발,1
패션잡화->헤어악세서리->헤어핀,1
커피원두,1
생활건강>주방용품,1
잡화>장갑,1
화장품/미용>남성화장품>남성청결제,1
휴대폰액세서리>휴대폰충전기,1
의류>우비,1
액션카메라,1
"화장품, 스킨케어",1
가구/인테리어/침구,1
"홀더, 원두, 분말류, 봉투",1
"텀블러, 문구",1
낚시용품,1
음향기기>블루투스이어폰,1
식품>케이크,1
디지털기기,1
식품>음료>발효음료,1
대학 원서,1
식품/농수축산물,1
"화장품, 손소독제",1
천연비누/ 화장품,1
식품>음료>차류,1
문구류>데스크상품>연필꽂이,1
생활/건강>건강측정용품>체온계,1
기타전기용품,1
디자인문구>북커버,1
생활가전>,1
"의류/용품>수영복, 워터 악세사리",1
문구>복사용지,1
생활/건강구강위생용품혀클리너,1
애견용품 >패션,1
화장품/미용>바디기타,1
분말소스,1
컴퓨터 주변기기>키보드/마우스>마우스,1
건강>공구,1
화장품/잡화/펫,1
식품/완구/동물용품/,1
생활/건강>생활용품>세제/세정제>세탁보조제,1
손소독제,1
도서(책),1
"주방용품>칵테일도구>글라스,스퀴져,머들러 등 패키지박스",1
핸드폰 악세사리,1
화장품류,1
육아/출산용품,1
"냉동,냉장/간편조리식품>기타냉동/도시락",1
디지털가전>태블릿PC악세서리,1
컴퓨터및 주변기기,1
식품>낫또,1
종이문구,1
유선 마우스,1
애완용 이동장,1
카페,1
화장품/미용>비누,1
클레이>폴리머 클레이,1
생활/건강>관상어용품,1
건강식품 화장품,1
스마트폰 배터리,1
출산/육아>완구/매트>공간놀이기구>다기능놀이터,1
스포츠/레저>캠핑용품,1
스포츠용품>악세서리,1
생활용품>의약외품>보건용마스크,1
애견의류,1
악기/기타,1
화장품>미용>스킨케어>로션,1
패션잡화>안경테,1
패션/잡화>의류,1
알짜매물 > 토지임야 > 기타부동산 > 매매/전답 > 기타/전북,1
생활가전>돌봄로봇,1
기초화장품,1
휴대폰/케이스,1
차량용품>엔진오일 첨가제,1
레저*캠핑용품>화로대,1
가스버너,1
주방용품/헤어케어,1
반려동물>,1
생활>칫솔,1
생활건강>반려용품,1
신선식품>냉동 돼지고기,1
캡슐세제,1
식품>유가공품>우유,1
마스크/마스크팩,1
반려동물/반려동물 용품,1
"애완용품,캠핑용품",1
프리미엄 치약,1
"생활용품,주방용품,소형가전",1
아트포스터 및 아트제작물,1
"의류, 팬시등 소품",1
생활/건강>반려동물>강아지 사료>건식사료,1
냉동식품>돈까스,1
폐기물,1
기타>액자,1
"롤온향수, 멀티스프레이",1
주방용품>와인용품,1
의류/악세사리,1
"의류 > 티셔츠, 스웨트셔츠, 후드 등",1
디지털가전>차량용청소기,1
전자제품>키보드,1
식품>간식>시리얼,1
화장품/미용>바디케어>여성청결제,1
전자기기 디지털,1
"바디워시타올,애견용품",1
포스터,1
레인지후드,1
멸치,1
가공식품>냉동식품,1
휴대폰액정보호필름,1
의류/화장품,1
생활/건강>수납/정리용품>정리함,1
가구/인테리어>인테리어소품>기타장식용품,1
보청기,1
도서>여행,1
생활/건강>자동차용품>세차용품>차량용커버,1
생활/건강>생활용품>제습/방향/탈취>실내탈취제,1
골프클럽,1
냉동 닭가슴살,1
"종합(반려동물,차용품,인테리어소품 외)",1
"뷰티, 패션, 건강, 식품, 생활",1
보조배터리,1
화장품>향수 / 패션잡화>가죽케이스,1
완구/잡화,1
생활/건강>자동차용품>DIY용품>도색용품,1
"냉동과일,건강기늠식품",1
가공식품>유제품/아이스크림>요구르트,1
스포츠 의료용품,1
생활잡화>조류용품,1
놀이교구,1
디지털/가전>PC액세서리,1
화장품/미용>스킨>로션,1
생활/건강문구/사무용품다이어리/플래너캘린더/달력,1
화장품>바디케어>워시로션,1
냉장,1
"전자담배, 액상",1
화장품/미용>스킨케어>클렌징바(비누),1
과학기기 및 측정기,1
"마카롱,쿠키",1
생필품>,1
생활/건강>청소용품>휴지통>다용도휴지통,1
여성복>티셔츠,1
용품  식품,1
냉장육,1
패션잡화>남성신발>슬리퍼,1
가공식품>면류>국수류>소면>중면,1
"화장품/미용>클렌징>비누,샴푸바",1
일반식품>홍삼스틱,1
